[i] n=25000 bank=33338.1840 sel=4465 k_free=400 block_time=45.0s seed=31
[r3120] best=33338.1840 gains=0 vars~531 t=106s status=OPTIMAL obj_int=3010104
[r3130] best=33338.1840 gains=0 vars~511 t=106s status=OPTIMAL obj_int=3015839
[r3140] best=33338.1840 gains=0 vars~528 t=106s status=OPTIMAL obj_int=2984965
[r3150] best=33338.1840 gains=0 vars~561 t=106s status=OPTIMAL obj_int=3032317
[r3160] best=33338.1840 gains=0 vars~521 t=107s status=OPTIMAL obj_int=2990259
[r3170] best=33338.1840 gains=0 vars~535 t=107s status=OPTIMAL obj_int=2944137
[r3180] best=33338.1840 gains=0 vars~522 t=107s status=OPTIMAL obj_int=2945747
[r3190] best=33338.1840 gains=0 vars~529 t=107s status=OPTIMAL obj_int=3026205
[r3200] best=33338.1840 gains=0 vars~511 t=108s status=OPTIMAL obj_int=3016649
[r3210] best=33338.1840 gains=0 vars~535 t=108s status=OPTIMAL obj_int=2879575
[r3220] best=33338.1840 gains=0 vars~523 t=108s status=OPTIMAL obj_int=3037375
[r3230] best=33338.1840 gains=0 vars~527 t=108s status=OPTIMAL obj_int=3024571
[r3240] best=33338.1840 gains=0 vars~531 t=109s status=OPTIMAL obj_int=2998730
[r3250] best=33338.1840 gains=0 vars~522 t=109s status=OPTIMAL obj_int=3034754
[r3260] best=33338.1840 gains=0 vars~523 t=109s status=OPTIMAL obj_int=2966517
[r3270] best=33338.1840 gains=0 vars~515 t=109s status=OPTIMAL obj_int=3027226
[r3280] best=33338.1840 gains=0 vars~530 t=110s status=OPTIMAL obj_int=2970009
[r3290] best=33338.1840 gains=0 vars~518 t=110s status=OPTIMAL obj_int=2969188
[r3300] best=33338.1840 gains=0 vars~509 t=110s status=OPTIMAL obj_int=2970441
[r3310] best=33338.1840 gains=0 vars~519 t=110s status=OPTIMAL obj_int=2973706
[r3320] best=33338.1840 gains=0 vars~528 t=111s status=OPTIMAL obj_int=2982931
[r3330] best=33338.1840 gains=0 vars~537 t=111s status=OPTIMAL obj_int=2947289
[r3340] best=33338.1840 gains=0 vars~554 t=111s status=OPTIMAL obj_int=2978478
[r3350] best=33338.1840 gains=0 vars~529 t=111s status=OPTIMAL obj_int=2990662
[r3360] best=33338.1840 gains=0 vars~521 t=112s status=OPTIMAL obj_int=2947056
[r3370] best=33338.1840 gains=0 vars~513 t=112s status=OPTIMAL obj_int=2999579
[r3380] best=33338.1840 gains=0 vars~520 t=112s status=OPTIMAL obj_int=2951429
[r3390] best=33338.1840 gains=0 vars~543 t=112s status=OPTIMAL obj_int=2975577
[r3400] best=33338.1840 gains=0 vars~522 t=113s status=OPTIMAL obj_int=2961350
[r3410] best=33338.1840 gains=0 vars~537 t=113s status=OPTIMAL obj_int=2956983
[r3420] best=33338.1840 gains=0 vars~528 t=113s status=OPTIMAL obj_int=2948333
[r3430] best=33338.1840 gains=0 vars~522 t=113s status=OPTIMAL obj_int=2897317
[r3440] best=33338.1840 gains=0 vars~545 t=114s status=OPTIMAL obj_int=3035413
[r3450] best=33338.1840 gains=0 vars~525 t=114s status=OPTIMAL obj_int=3026429
[r3460] best=33338.1840 gains=0 vars~536 t=114s status=OPTIMAL obj_int=2977185
[r3470] best=33338.1840 gains=0 vars~510 t=114s status=OPTIMAL obj_int=3021357
[r3480] best=33338.1840 gains=0 vars~522 t=114s status=OPTIMAL obj_int=3074836
[r3490] best=33338.1840 gains=0 vars~535 t=115s status=OPTIMAL obj_int=3053381
[r3500] best=33338.1840 gains=0 vars~540 t=115s status=OPTIMAL obj_int=2989770
[r3510] best=33338.1840 gains=0 vars~551 t=115s status=OPTIMAL obj_int=3083017
[r3520] best=33338.1840 gains=0 vars~524 t=116s status=OPTIMAL obj_int=2976873
[r3530] best=33338.1840 gains=0 vars~521 t=116s status=OPTIMAL obj_int=2971195
[r3540] best=33338.1840 gains=0 vars~532 t=116s status=OPTIMAL obj_int=2951276
[r3550] best=33338.1840 gains=0 vars~543 t=116s status=OPTIMAL obj_int=2984300
[r3560] best=33338.1840 gains=0 vars~538 t=117s status=OPTIMAL obj_int=3027897
[r3570] best=33338.1840 gains=0 vars~522 t=117s status=OPTIMAL obj_int=2962172
[r3580] best=33338.1840 gains=0 vars~527 t=117s status=OPTIMAL obj_int=2982629
[r3590] best=33338.1840 gains=0 vars~536 t=117s status=OPTIMAL obj_int=2974771
[r3600] best=33338.1840 gains=0 vars~527 t=118s status=OPTIMAL obj_int=3064973
[r3610] best=33338.1840 gains=0 vars~534 t=118s status=OPTIMAL obj_int=3004685
[r3620] best=33338.1840 gains=0 vars~531 t=118s status=OPTIMAL obj_int=3003015
[r3630] best=33338.1840 gains=0 vars~521 t=118s status=OPTIMAL obj_int=2972164
[r3640] best=33338.1840 gains=0 vars~518 t=119s status=OPTIMAL obj_int=2972195
[r3650] best=33338.1840 gains=0 vars~529 t=119s status=OPTIMAL obj_int=3022261
[r3660] best=33338.1840 gains=0 vars~525 t=119s status=OPTIMAL obj_int=2958454
[r3670] best=33338.1840 gains=0 vars~516 t=119s status=OPTIMAL obj_int=2988350
[r3680] best=33338.1840 gains=0 vars~544 t=120s status=OPTIMAL obj_int=3008116
[r3690] best=33338.1840 gains=0 vars~535 t=120s status=OPTIMAL obj_int=3019362
[r3700] best=33338.1840 gains=0 vars~526 t=120s status=OPTIMAL obj_int=2991669
[r3710] best=33338.1840 gains=0 vars~526 t=120s status=OPTIMAL obj_int=2998548
[r3720] best=33338.1840 gains=0 vars~533 t=121s status=OPTIMAL obj_int=2949313
[r3730] best=33338.1840 gains=0 vars~531 t=121s status=OPTIMAL obj_int=3035609
[r3740] best=33338.1840 gains=0 vars~529 t=121s status=OPTIMAL obj_int=3001306
[r3750] best=33338.1840 gains=0 vars~523 t=121s status=OPTIMAL obj_int=3011902
[r3760] best=33338.1840 gains=0 vars~538 t=122s status=OPTIMAL obj_int=2987425
[r3770] best=33338.1840 gains=0 vars~536 t=122s status=OPTIMAL obj_int=3036958
[r3780] best=33338.1840 gains=0 vars~534 t=122s status=OPTIMAL obj_int=2965927
[r3790] best=33338.1840 gains=0 vars~536 t=122s status=OPTIMAL obj_int=3006703
[r3800] best=33338.1840 gains=0 vars~523 t=123s status=OPTIMAL obj_int=3071843
[r3810] best=33338.1840 gains=0 vars~534 t=123s status=OPTIMAL obj_int=3051443
[r3820] best=33338.1840 gains=0 vars~547 t=123s status=OPTIMAL obj_int=3033032
[r3830] best=33338.1840 gains=0 vars~536 t=123s status=OPTIMAL obj_int=2968749
[r3840] best=33338.1840 gains=0 vars~513 t=124s status=OPTIMAL obj_int=2946832
[r3850] best=33338.1840 gains=0 vars~520 t=124s status=OPTIMAL obj_int=2970551
[r3860] best=33338.1840 gains=0 vars~516 t=124s status=OPTIMAL obj_int=2959100
[r3870] best=33338.1840 gains=0 vars~524 t=124s status=OPTIMAL obj_int=2951861
[r3880] best=33338.1840 gains=0 vars~516 t=125s status=OPTIMAL obj_int=3012851
[r3890] best=33338.1840 gains=0 vars~540 t=125s status=OPTIMAL obj_int=2998716
[r3900] best=33338.1840 gains=0 vars~534 t=125s status=OPTIMAL obj_int=2932326
[r3910] best=33338.1840 gains=0 vars~512 t=126s status=OPTIMAL obj_int=2973292
[r3920] best=33338.1840 gains=0 vars~507 t=126s status=OPTIMAL obj_int=2998926
[r3930] best=33338.1840 gains=0 vars~510 t=126s status=OPTIMAL obj_int=2943334
[r3940] best=33338.1840 gains=0 vars~536 t=126s status=OPTIMAL obj_int=2994494
[r3950] best=33338.1840 gains=0 vars~535 t=126s status=OPTIMAL obj_int=2890511
[r3960] best=33338.1840 gains=0 vars~523 t=127s status=OPTIMAL obj_int=2945823
[r3970] best=33338.1840 gains=0 vars~511 t=127s status=OPTIMAL obj_int=3036174
[r3980] best=33338.1840 gains=0 vars~511 t=127s status=OPTIMAL obj_int=2981937
[r3990] best=33338.1840 gains=0 vars~532 t=128s status=OPTIMAL obj_int=2969920
[r4000] best=33338.1840 gains=0 vars~531 t=128s status=OPTIMAL obj_int=3005693
[r4010] best=33338.1840 gains=0 vars~546 t=128s status=OPTIMAL obj_int=3008429
[r4020] best=33338.1840 gains=0 vars~538 t=128s status=OPTIMAL obj_int=3018687
[r4030] best=33338.1840 gains=0 vars~541 t=128s status=OPTIMAL obj_int=2987610
[r4040] best=33338.1840 gains=0 vars~522 t=129s status=OPTIMAL obj_int=2957846
[r4050] best=33338.1840 gains=0 vars~556 t=129s status=OPTIMAL obj_int=2941902
[r4060] best=33338.1840 gains=0 vars~533 t=129s status=OPTIMAL obj_int=2995261
[r4070] best=33338.1840 gains=0 vars~520 t=129s status=OPTIMAL obj_int=2956103
[r4080] best=33338.1840 gains=0 vars~525 t=130s status=OPTIMAL obj_int=3020871
[r4090] best=33338.1840 gains=0 vars~528 t=130s status=OPTIMAL obj_int=2911491
[r4100] best=33338.1840 gains=0 vars~532 t=130s status=OPTIMAL obj_int=3017241
[r4110] best=33338.1840 gains=0 vars~543 t=130s status=OPTIMAL obj_int=3038496
[r4120] best=33338.1840 gains=0 vars~535 t=131s status=OPTIMAL obj_int=2996157
[r4130] best=33338.1840 gains=0 vars~540 t=131s status=OPTIMAL obj_int=3018518
[r4140] best=33338.1840 gains=0 vars~533 t=131s status=OPTIMAL obj_int=3014937
[r4150] best=33338.1840 gains=0 vars~541 t=131s status=OPTIMAL obj_int=3015483
[r4160] best=33338.1840 gains=0 vars~499 t=132s status=OPTIMAL obj_int=2986309
[r4170] best=33338.1840 gains=0 vars~534 t=132s status=OPTIMAL obj_int=2941660
[r4180] best=33338.1840 gains=0 vars~539 t=132s status=OPTIMAL obj_int=2951006
[r4190] best=33338.1840 gains=0 vars~512 t=132s status=OPTIMAL obj_int=2932789
[r4200] best=33338.1840 gains=0 vars~540 t=133s status=OPTIMAL obj_int=3025290
[r4210] best=33338.1840 gains=0 vars~550 t=133s status=OPTIMAL obj_int=3026648
[r4220] best=33338.1840 gains=0 vars~534 t=133s status=OPTIMAL obj_int=2964082
[r4230] best=33338.1840 gains=0 vars~531 t=133s status=OPTIMAL obj_int=3022027
[r4240] best=33338.1840 gains=0 vars~521 t=134s status=OPTIMAL obj_int=2970409
[r4250] best=33338.1840 gains=0 vars~530 t=134s status=OPTIMAL obj_int=2964570
[r4260] best=33338.1840 gains=0 vars~536 t=134s status=OPTIMAL obj_int=2931646
[r4270] best=33338.1840 gains=0 vars~539 t=134s status=OPTIMAL obj_int=3009796
[r4280] best=33338.1840 gains=0 vars~524 t=135s status=OPTIMAL obj_int=3019860
[r4290] best=33338.1840 gains=0 vars~517 t=135s status=OPTIMAL obj_int=3029912
[r4300] best=33338.1840 gains=0 vars~522 t=135s status=OPTIMAL obj_int=2961021
[r4310] best=33338.1840 gains=0 vars~519 t=135s status=OPTIMAL obj_int=2960311
[r4320] best=33338.1840 gains=0 vars~530 t=136s status=OPTIMAL obj_int=2990922
[r4330] best=33338.1840 gains=0 vars~528 t=136s status=OPTIMAL obj_int=2987082
[r4340] best=33338.1840 gains=0 vars~519 t=136s status=OPTIMAL obj_int=2988921
[r4350] best=33338.1840 gains=0 vars~542 t=136s status=OPTIMAL obj_int=2979281
[r4360] best=33338.1840 gains=0 vars~521 t=137s status=OPTIMAL obj_int=2943601
[r4370] best=33338.1840 gains=0 vars~542 t=137s status=OPTIMAL obj_int=3022422
[r4380] best=33338.1840 gains=0 vars~535 t=137s status=OPTIMAL obj_int=3028519
[r4390] best=33338.1840 gains=0 vars~520 t=137s status=OPTIMAL obj_int=3045756
[r4400] best=33338.1840 gains=0 vars~532 t=138s status=OPTIMAL obj_int=2921748
[r4410] best=33338.1840 gains=0 vars~520 t=138s status=OPTIMAL obj_int=3044697
[r4420] best=33338.1840 gains=0 vars~513 t=138s status=OPTIMAL obj_int=3020363
[r4430] best=33338.1840 gains=0 vars~498 t=138s status=OPTIMAL obj_int=2963318
[r4440] best=33338.1840 gains=0 vars~521 t=139s status=OPTIMAL obj_int=2965991
[r4450] best=33338.1840 gains=0 vars~516 t=139s status=OPTIMAL obj_int=3014472
[r4460] best=33338.1840 gains=0 vars~534 t=139s status=OPTIMAL obj_int=3001457
[r4470] best=33338.1840 gains=0 vars~528 t=139s status=OPTIMAL obj_int=2970539
[r4480] best=33338.1840 gains=0 vars~548 t=140s status=OPTIMAL obj_int=2981422
[r4490] best=33338.1840 gains=0 vars~543 t=140s status=OPTIMAL obj_int=2964087
[r4500] best=33338.1840 gains=0 vars~524 t=140s status=OPTIMAL obj_int=2970888
[r4510] best=33338.1840 gains=0 vars~504 t=140s status=OPTIMAL obj_int=2980545
[r4520] best=33338.1840 gains=0 vars~546 t=141s status=OPTIMAL obj_int=3054724
[r4530] best=33338.1840 gains=0 vars~522 t=141s status=OPTIMAL obj_int=2948262
[r4540] best=33338.1840 gains=0 vars~527 t=141s status=OPTIMAL obj_int=2963326
[r4550] best=33338.1840 gains=0 vars~501 t=141s status=OPTIMAL obj_int=3081540
[r4560] best=33338.1840 gains=0 vars~513 t=142s status=OPTIMAL obj_int=3032000
[r4570] best=33338.1840 gains=0 vars~524 t=142s status=OPTIMAL obj_int=2972866
[r4580] best=33338.1840 gains=0 vars~516 t=142s status=OPTIMAL obj_int=2912659
[r4590] best=33338.1840 gains=0 vars~528 t=142s status=OPTIMAL obj_int=2979234
[r4600] best=33338.1840 gains=0 vars~526 t=142s status=OPTIMAL obj_int=3000105
[r4610] best=33338.1840 gains=0 vars~519 t=143s status=OPTIMAL obj_int=2981785
[r4620] best=33338.1840 gains=0 vars~549 t=143s status=OPTIMAL obj_int=2934808
[r4630] best=33338.1840 gains=0 vars~525 t=143s status=OPTIMAL obj_int=2926230
[r4640] best=33338.1840 gains=0 vars~541 t=143s status=OPTIMAL obj_int=3022753
[r4650] best=33338.1840 gains=0 vars~533 t=144s status=OPTIMAL obj_int=3014817
[r4660] best=33338.1840 gains=0 vars~534 t=144s status=OPTIMAL obj_int=2970516
[r4670] best=33338.1840 gains=0 vars~513 t=144s status=OPTIMAL obj_int=2959092
[r4680] best=33338.1840 gains=0 vars~530 t=144s status=OPTIMAL obj_int=3009473
[r4690] best=33338.1840 gains=0 vars~539 t=145s status=OPTIMAL obj_int=2940486
[r4700] best=33338.1840 gains=0 vars~529 t=145s status=OPTIMAL obj_int=2954297
[r4710] best=33338.1840 gains=0 vars~546 t=145s status=OPTIMAL obj_int=2976281
[r4720] best=33338.1840 gains=0 vars~548 t=146s status=OPTIMAL obj_int=2987352
[r4730] best=33338.1840 gains=0 vars~537 t=146s status=OPTIMAL obj_int=2970932
[r4740] best=33338.1840 gains=0 vars~537 t=146s status=OPTIMAL obj_int=2976637
[r4750] best=33338.1840 gains=0 vars~515 t=146s status=OPTIMAL obj_int=2923734
[r4760] best=33338.1840 gains=0 vars~524 t=146s status=OPTIMAL obj_int=3026587
[r4770] best=33338.1840 gains=0 vars~527 t=147s status=OPTIMAL obj_int=2929929
[r4780] best=33338.1840 gains=0 vars~552 t=147s status=OPTIMAL obj_int=2978809
[r4790] best=33338.1840 gains=0 vars~521 t=147s status=OPTIMAL obj_int=2992258
[r4800] best=33338.1840 gains=0 vars~517 t=147s status=OPTIMAL obj_int=2980911
[r4810] best=33338.1840 gains=0 vars~543 t=148s status=OPTIMAL obj_int=2977201
[r4820] best=33338.1840 gains=0 vars~533 t=148s status=OPTIMAL obj_int=2918373
[r4830] best=33338.1840 gains=0 vars~529 t=148s status=OPTIMAL obj_int=3026060
[r4840] best=33338.1840 gains=0 vars~543 t=149s status=OPTIMAL obj_int=2958585
[r4850] best=33338.1840 gains=0 vars~512 t=149s status=OPTIMAL obj_int=3026519
[r4860] best=33338.1840 gains=0 vars~529 t=149s status=OPTIMAL obj_int=2965855
[r4870] best=33338.1840 gains=0 vars~533 t=149s status=OPTIMAL obj_int=2975673
[r4880] best=33338.1840 gains=0 vars~549 t=150s status=OPTIMAL obj_int=2942131
[r4890] best=33338.1840 gains=0 vars~539 t=150s status=OPTIMAL obj_int=3010999
[r4900] best=33338.1840 gains=0 vars~516 t=150s status=OPTIMAL obj_int=2937812
[r4910] best=33338.1840 gains=0 vars~516 t=150s status=OPTIMAL obj_int=2928437
[r4920] best=33338.1840 gains=0 vars~555 t=151s status=OPTIMAL obj_int=3076874
[r4930] best=33338.1840 gains=0 vars~515 t=151s status=OPTIMAL obj_int=2954123
[r4940] best=33338.1840 gains=0 vars~519 t=151s status=OPTIMAL obj_int=2985584
[r4950] best=33338.1840 gains=0 vars~541 t=151s status=OPTIMAL obj_int=2996880
[r4960] best=33338.1840 gains=0 vars~522 t=152s status=OPTIMAL obj_int=2996987
[r4970] best=33338.1840 gains=0 vars~514 t=152s status=OPTIMAL obj_int=2939694
[r4980] best=33338.1840 gains=0 vars~516 t=152s status=OPTIMAL obj_int=2982705
[r4990] best=33338.1840 gains=0 vars~534 t=152s status=OPTIMAL obj_int=3030354
[r5000] best=33338.1840 gains=0 vars~548 t=153s status=OPTIMAL obj_int=2994818
[r5010] best=33338.1840 gains=0 vars~539 t=153s status=OPTIMAL obj_int=2995068
[r5020] best=33338.1840 gains=0 vars~548 t=153s status=OPTIMAL obj_int=2956684
[r5030] best=33338.1840 gains=0 vars~522 t=153s status=OPTIMAL obj_int=3022138
[r5040] best=33338.1840 gains=0 vars~542 t=154s status=OPTIMAL obj_int=3040074
[r5050] best=33338.1840 gains=0 vars~524 t=154s status=OPTIMAL obj_int=3044074
[r5060] best=33338.1840 gains=0 vars~526 t=154s status=OPTIMAL obj_int=2976886
[r5070] best=33338.1840 gains=0 vars~520 t=154s status=OPTIMAL obj_int=2938385
[r5080] best=33338.1840 gains=0 vars~541 t=155s status=OPTIMAL obj_int=3035160
[r5090] best=33338.1840 gains=0 vars~517 t=155s status=OPTIMAL obj_int=3013783
[r5100] best=33338.1840 gains=0 vars~517 t=155s status=OPTIMAL obj_int=3028240
[r5110] best=33338.1840 gains=0 vars~525 t=155s status=OPTIMAL obj_int=2998215
[r5120] best=33338.1840 gains=0 vars~520 t=156s status=OPTIMAL obj_int=2965883
[r5130] best=33338.1840 gains=0 vars~523 t=156s status=OPTIMAL obj_int=2960560
[r5140] best=33338.1840 gains=0 vars~558 t=156s status=OPTIMAL obj_int=2990357
[r5150] best=33338.1840 gains=0 vars~523 t=156s status=OPTIMAL obj_int=2993652
[r5160] best=33338.1840 gains=0 vars~524 t=157s status=OPTIMAL obj_int=2961629
[r5170] best=33338.1840 gains=0 vars~529 t=157s status=OPTIMAL obj_int=2990567
[r5180] best=33338.1840 gains=0 vars~536 t=157s status=OPTIMAL obj_int=2968998
[r5190] best=33338.1840 gains=0 vars~521 t=157s status=OPTIMAL obj_int=3013998
[r5200] best=33338.1840 gains=0 vars~510 t=158s status=OPTIMAL obj_int=3032606
[r5210] best=33338.1840 gains=0 vars~538 t=158s status=OPTIMAL obj_int=2968237
[r5220] best=33338.1840 gains=0 vars~522 t=158s status=OPTIMAL obj_int=2957741
[r5230] best=33338.1840 gains=0 vars~528 t=158s status=OPTIMAL obj_int=2948571
[r5240] best=33338.1840 gains=0 vars~535 t=159s status=OPTIMAL obj_int=2949258
[r5250] best=33338.1840 gains=0 vars~507 t=159s status=OPTIMAL obj_int=2962353
[r5260] best=33338.1840 gains=0 vars~552 t=159s status=OPTIMAL obj_int=2991955
[r5270] best=33338.1840 gains=0 vars~530 t=159s status=OPTIMAL obj_int=2944392
[r5280] best=33338.1840 gains=0 vars~529 t=160s status=OPTIMAL obj_int=2981332
[r5290] best=33338.1840 gains=0 vars~524 t=160s status=OPTIMAL obj_int=2995770
[r5300] best=33338.1840 gains=0 vars~523 t=160s status=OPTIMAL obj_int=2983608
[r5310] best=33338.1840 gains=0 vars~531 t=160s status=OPTIMAL obj_int=2965632
[r5320] best=33338.1840 gains=0 vars~515 t=161s status=OPTIMAL obj_int=2961740
[r5330] best=33338.1840 gains=0 vars~520 t=161s status=OPTIMAL obj_int=2990409
[r5340] best=33338.1840 gains=0 vars~525 t=161s status=OPTIMAL obj_int=2997493
[r5350] best=33338.1840 gains=0 vars~517 t=161s status=OPTIMAL obj_int=3013464
[r5360] best=33338.1840 gains=0 vars~541 t=162s status=OPTIMAL obj_int=2962859
[r5370] best=33338.1840 gains=0 vars~518 t=162s status=OPTIMAL obj_int=2966036
[r5380] best=33338.1840 gains=0 vars~518 t=162s status=OPTIMAL obj_int=2948794
[r5390] best=33338.1840 gains=0 vars~508 t=162s status=OPTIMAL obj_int=2964411
[r5400] best=33338.1840 gains=0 vars~545 t=162s status=OPTIMAL obj_int=2992684
[r5410] best=33338.1840 gains=0 vars~509 t=163s status=OPTIMAL obj_int=2951029
[r5420] best=33338.1840 gains=0 vars~519 t=163s status=OPTIMAL obj_int=3004519
[r5430] best=33338.1840 gains=0 vars~519 t=163s status=OPTIMAL obj_int=2925531
[r5440] best=33338.1840 gains=0 vars~506 t=163s status=OPTIMAL obj_int=2994534
[r5450] best=33338.1840 gains=0 vars~531 t=164s status=OPTIMAL obj_int=3020927
[r5460] best=33338.1840 gains=0 vars~535 t=164s status=OPTIMAL obj_int=2970632
[r5470] best=33338.1840 gains=0 vars~531 t=164s status=OPTIMAL obj_int=2948243
[r5480] best=33338.1840 gains=0 vars~523 t=164s status=OPTIMAL obj_int=3005259
[r5490] best=33338.1840 gains=0 vars~523 t=165s status=OPTIMAL obj_int=3006773
[r5500] best=33338.1840 gains=0 vars~515 t=165s status=OPTIMAL obj_int=2988293
[r5510] best=33338.1840 gains=0 vars~532 t=165s status=OPTIMAL obj_int=3006718
[r5520] best=33338.1840 gains=0 vars~542 t=166s status=OPTIMAL obj_int=2950974
[r5530] best=33338.1840 gains=0 vars~513 t=166s status=OPTIMAL obj_int=2984533
[r5540] best=33338.1840 gains=0 vars~547 t=166s status=OPTIMAL obj_int=3005617
[r5550] best=33338.1840 gains=0 vars~517 t=166s status=OPTIMAL obj_int=2976160
[r5560] best=33338.1840 gains=0 vars~543 t=167s status=OPTIMAL obj_int=2998606
[r5570] best=33338.1840 gains=0 vars~533 t=167s status=OPTIMAL obj_int=3083080
[r5580] best=33338.1840 gains=0 vars~544 t=167s status=OPTIMAL obj_int=2947553
[r5590] best=33338.1840 gains=0 vars~532 t=167s status=OPTIMAL obj_int=2984725
[r5600] best=33338.1840 gains=0 vars~524 t=168s status=OPTIMAL obj_int=2916904
[r5610] best=33338.1840 gains=0 vars~554 t=168s status=OPTIMAL obj_int=3096934
[r5620] best=33338.1840 gains=0 vars~547 t=168s status=OPTIMAL obj_int=3055331
[r5630] best=33338.1840 gains=0 vars~535 t=168s status=OPTIMAL obj_int=2967250
[r5640] best=33338.1840 gains=0 vars~518 t=168s status=OPTIMAL obj_int=2984836
[r5650] best=33338.1840 gains=0 vars~524 t=169s status=OPTIMAL obj_int=2985321
[r5660] best=33338.1840 gains=0 vars~543 t=169s status=OPTIMAL obj_int=2957677
[r5670] best=33338.1840 gains=0 vars~515 t=169s status=OPTIMAL obj_int=3014472
[r5680] best=33338.1840 gains=0 vars~513 t=169s status=OPTIMAL obj_int=3076776
[r5690] best=33338.1840 gains=0 vars~530 t=170s status=OPTIMAL obj_int=2977145
[r5700] best=33338.1840 gains=0 vars~530 t=170s status=OPTIMAL obj_int=2934912
[r5710] best=33338.1840 gains=0 vars~517 t=170s status=OPTIMAL obj_int=3059263
[r5720] best=33338.1840 gains=0 vars~537 t=170s status=OPTIMAL obj_int=2937184
[r5730] best=33338.1840 gains=0 vars~513 t=171s status=OPTIMAL obj_int=2906586
[r5740] best=33338.1840 gains=0 vars~506 t=171s status=OPTIMAL obj_int=2939385
